projectRcn,projectID,projectAcronym,role,id,name,shortName,activityType,endOfParticipation,ecContribution,country,street,city,postCode,organizationUrl,vatNumber,contactForm,contactType,contactTitle,contactFirstNames,contactLastNames,contactFunction,contactTelephoneNumber,contactFaxNumber
204348,722945,COOLandHOT,participant,946995190,Udruzenje naucnih komunikatora,NauKom,PRC,false,14000,RS,IVE ANDRICA 21,FUTOG,21410,NA,RS108392904,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=946995190&projectId=722945&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200051,641012,VIP4SME,participant,938830894,INTELLECTUAL PROPERTY OFFICE OF THE REPUBLIC OF SERBIA,IPO Serbia,PUB,false,28350,RS,KNEGINJE LJUBIC 5,Belgrade,11000,NA,RS100138911,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938830894&projectId=641012&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200051,641012,VIP4SME,participant,938350744,DRZAVNI ZAVOD ZA INTELEKTUALNO VLASNISTVO,DZIV,PUB,false,30000,HR,ULICA GRADA VUKOVARA 78,ZAGREB,10000,NA,HR89755384389,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938350744&projectId=641012&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194295,645216,Idealist2018,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,PUB,false,24937.5,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=645216&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221193,831752,NCP Academy,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,PUB,false,20500,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=831752&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217622,814739,MM,coordinator,917547833,FOXY DOO ZA TRGOVINU I USLUGE,Foxy d.o.o.,PRC,false,50000,HR,MAKARSKA 36,SPLIT,21000,NA,HR05310020754,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=917547833&projectId=814739&programId=31045243,NA,NA,NA,NA,NA,NA,NA
197909,665948,CIMULACT,participant,989468095,UDRUGE ODRAZ-ODRZIVI RAZVOJ ZAJEDNICE,ODRAZ,OTH,false,51375,HR,LJ POSAVSKOG 2,ZAGREB,10000,NA,HR54656708838,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=989468095&projectId=665948&programId=31045243,NA,NA,NA,NA,NA,NA,NA
203185,713694,MULTIPLY,partner,937242034,Institute of Nuclear Sciences Vinca,INN Vinca,PRC,false,NA,RS,Mike Petrovica Alasa 12-14,Belgrade,11000,NA,RS101877940,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=937242034&projectId=713694&programId=31045243,NA,NA,NA,NA,NA,NA,NA
213561,784966,KeepWarm,participant,999703729,INSTITUT ZA NUKLEARNE NAUKE VINCA,VINCA,REC,false,104468.75,RS,MIHAJLA PETROVICA ALASA 12,VINCA BEOGRAD,11307,www.vinca.rs,RS101877940,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999703729&projectId=784966&programId=31045243,NA,NA,NA,NA,NA,NA,NA
213561,784966,KeepWarm,participant,984364246,REGIONALNA ENERGETSKA AGENCIJA SJEVEROZAPADNE HRVATSKE,REGEA,REC,false,148312.5,HR,ANDRIJE ZAJE 10,ZAGREB,10000,NA,HR2324873,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=984364246&projectId=784966&programId=31045243,NA,NA,NA,NA,NA,NA,NA
213561,784966,KeepWarm,participant,996827485,"SVEUCILISTE U ZAGREBU, FAKULTET STROJARSTVA I BRODOGRADNJE",UNIZAG FSB,HES,false,104785,HR,IVANA LUCICA 5,ZAGREB,10000,www.fsb.hr,HR22910368449,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996827485&projectId=784966&programId=31045243,NA,NA,NA,NA,NA,NA,NA
196277,663724,ScanZ,coordinator,935824670,MYSKIN DOO BEOGRAD (STARI GRAD),mySkin d.o.o.,PRC,false,50000,RS,KOSOVSKA 17/II,BELGRADE,11000,NA,RS105352215,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=935824670&projectId=663724&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217776,787111,MEDEA,participant,908114389,General Maritime Directorate,GMD,PUB,false,65000,AL,"Lgj Nr1, Porti Detar Durrës",Durres,2001,NA,ALL01921751A,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=908114389&projectId=787111&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217842,818325,ReFocuS 2.0,participant,998386760,INSTITUT ZA BIOLOSKA ISTRAZIVANJA,IBISS,REC,false,55000,RS,BULEVAR DESPOTA STEFANA 142,BEOGRAD,11060,www.ibiss.bg.ac.yu,RS100205581,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998386760&projectId=818325&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217842,818325,ReFocuS 2.0,participant,954810286,CENTAR ZA PROMOCIJU NAUKE,CPN,PUB,false,46000,RS,KRALJA PETRA 46,BEOGRAD,11000,www.cpn.rs,RS106867229,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=954810286&projectId=818325&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217842,818325,ReFocuS 2.0,participant,951069287,ZAVOD ZA ZASTITU SPOMENIKA KULTURE KRAGUJEVAC,ZZSKKG,REC,false,28000,RS,184 KRAGUJEVACKOG OKTOBRA STR,KRAGUJEVAC,34000,NA,RS101040785,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=951069287&projectId=818325&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217842,818325,ReFocuS 2.0,coordinator,999808392,PRIRODNO MATEMATICKI FAKULTET,PMF NIŠ,HES,false,61000,RS,VISEGRADSKA 33,NIS,18 000,NA,RS100668023,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999808392&projectId=818325&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221170,831340,MontEENegro,coordinator,998525858,MINISTARSTVO EKONOMIJE,ME DDSME,PUB,false,2325,ME,RIMSKI TRG 46,PODGORICA,81000,www.minekon.vlada.cg.yu,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998525858&projectId=831340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221170,831340,MontEENegro,participant,940586109,FONDACIJA BIZNIS START - UP CENTAR BAR,BSC Bar,OTH,false,2593.75,ME,BULEVAR REVOLUCIJE BB POSLOVNI CENTAR KULA A5,BAR,85000,NA,ME02768224,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=940586109&projectId=831340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221170,831340,MontEENegro,participant,953037708,PRIVREDNA KOMORA CRNE GORE PODGORICA,PKCG,PRC,false,NA,ME,NOVAKA MILOSEVA 29 II,PODGORICA,81000,NA,ME02019574,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=953037708&projectId=831340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221170,831340,MontEENegro,participant,999836328,JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA,UOM MF,HES,false,2256.25,ME,CETINJSKA 2,PODGORICA,81000,www.ucg.ac.me,ME3031039516,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999836328&projectId=831340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221185,826647,EPI SGA1,participant,999876486,SVEUCILISTE U ZAGREBU FAKULTET ELEKTROTEHNIKE I RACUNARSTVA,UNIZG-FER,HES,false,1353750,HR,UNSKA 3,ZAGREB,10000,www.fer.hr,HR57029260362,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999876486&projectId=826647&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,participant,938550758,"HRVATSKA AGENCIJA ZA MALO GOSPODARSTVO, INOVACIJE I INVESTICIJE",HAMAG-BICRO,PUB,false,9268.55,HR,PRILAZ GJURE DEZELICA 7,ZAGREB,10000,www.hamaginvest.hr,HR25609559342,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938550758&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,participant,984224081,TERA TEHNOPOLIS DOO ZA PROMICANJE NOVIH TEHNOLOGIJA INOVACIJA I PODUZETNISTVA,TERA TEHNOPOLIS,REC,false,9268.55,HR,TRG LJUDEVITA GAJA 6,OSIJEK,31000,NA,HR39077073015,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=984224081&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,participant,999818189,SVEUCILISTE U SPLITU,UNIVERSITY OF SPLIT,HES,false,NA,HR,POLJICKA CESTA 35,SPLIT,21000,www.unist.hr,HR29845096215,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999818189&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,coordinator,998670970,CROATIAN CHAMBER OF ECONOMY CCE,CCE,REC,false,NA,HR,ROOSEVELTOV TRG  2,ZAGREB,10000,www.hgk.hr,HR85167032587,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998670970&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,participant,986284264,"STEP RI ZNANSTVENO - TEHNOLOGIJSKI PARK SVEUCILISTA U RIJECI, DRUZBA ZOMEJENO ODGOVORNOSTJO ZA INOVACIJEI TRANSFER TEHNOLOGIJE",STEP RI,PRC,false,9269.25,HR,RADMILE MATEJCIC 10,RIJEKA,51000,NA,HR70410022758,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=986284264&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220982,831298,SSBI-CRO-KAM4,participant,953175933,TEHNOLOSKI PARK VARAZDIN DOO ZA INKUBACIJU INOVATIVNIH TEHNOLOGIJSKIHPODUZECA,TECHNOLOGY PARK VARAZDIN,PRC,false,9269.25,HR,ZAGREBACKA  89B,VARAZDIN,42000,NA,HR18115028597,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=953175933&projectId=831298&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,participant,912394223,OPCA BOLNICA VARAZDIN,GHV,OTH,true,NA,HR,IVANA MESTROVICA 1,VARAZDIN,42000,NA,HR59638828302,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=912394223&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,participant,973736441,SMART-MEDICO DOO,SMED,PRC,false,253532.5,HR,ZUPANOVA   5,ZAGREB,10000,www.smart-medico.hr,HR22751908256,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=973736441&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,coordinator,999443672,SVEUCILISTE U ZAGREBU MEDICINSKI FAKULTET,UZSM,HES,false,710750,HR,SALATA 3,ZAGREB,10 000,www.mef.unizg.hr,HR45001686598,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999443672&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,participant,998540311,UNIVERSITY OF ZAGREB-FACULTY OF VETERINARY MEDICINE,UZFVM,HES,false,251250,HR,HEINZELOVA 55,ZAGREB,10000,www.vef.hr,HR36389528408,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998540311&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,participant,912549229,TRIADELTA PARTNERI DOO ZA ISTRAZIVANJE I RAZVOJ,TDP,PRC,false,183107.5,HR,MEDIMURSKA 19/2,ZAGREB GRAD ZAGREB,10000,NA,HR73633239935,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=912549229&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
215894,779340,OSTEOproSPINE,participant,973888246,GENERA ISTRAZIVANJA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA PROIZVODNJU BIOTEHNOLOSKIH PROIZVODA,GEN,PRC,false,1138750,HR,SVETONEDJELJSKA 2,KALINOVICA,10436,NA,HR48576252738,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=973888246&projectId=779340&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221192,838335,Net4Society5,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,PUB,false,6656.25,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=838335&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217828,809943,GeoTwinn,coordinator,972614345,HRVATSKI GEOLOSKI INSTITUT,HGI-CGS,REC,false,419425,HR,SACHSOVA 2,ZAGREB,10000,www.hgi-cgs.hr,HR43733878539,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=972614345&projectId=809943&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221174,830968,EUNORS,coordinator,947889045,REPUBLICKA AGENCIJA ZA RAZVOJ MALIHI SREDNJIH PREDUZECA BANJA LUKA,RARS,PUB,false,1463,BA,UL SAVE MRKALJA 16,BANJA LUKA,78000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=947889045&projectId=830968&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221174,830968,EUNORS,participant,995591705,UNIVERZITET U BANJOJ LUCI,UBL,HES,false,1925,BA,BULEVAR VOJVODE PETRA BOJOVICA BB,BANJA LUKA,78000,www.unibl.org,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995591705&projectId=830968&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221174,830968,EUNORS,participant,995607904,UNIVERZITET U ISTOCNOM SARAJEVU,UIS,HES,false,1925,BA,VUKA KARADZICA 30,ISTOCNO SARAJEVO,71123,NA,BA4400592530000,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995607904&projectId=830968&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221174,830968,EUNORS,participant,938750772,CHAMBER OF COMMERCE AND INDUSTRY OF REPUBLIKA SRPSKA,CCIRS,OTH,false,868,BA,STREET DURE DANICICA 1/II,BANJA LUKA,78000,NA,BA400926090006,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938750772&projectId=830968&programId=31045243,NA,NA,NA,NA,NA,NA,NA
221174,830968,EUNORS,participant,939757535,FOUNDATION INNOVATION CENTRE BANJA LUKA,ICBL,OTH,false,715,BA,JOVANA DUCICA 23a,BANJA LUKA,78000,NA,BA403145470007,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=939757535&projectId=830968&programId=31045243,NA,NA,NA,NA,NA,NA,NA
205716,691527,ShaleSafe,participant,921800701,ZELENA INFRASTRUKTURA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA ZASTITU OKOLISA I PROSTORNO UREDENJE,ZELENA,PRC,false,264670,HR,FALLEROVO SETALISTE 22,ZAGREB,10000,NA,HR10241069297,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=921800701&projectId=691527&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194077,643566,ehcoBUTLER,participant,941344940,ASISTEL DOO BEOGRAD,ASISTEL,PRC,false,120400,RS,Strahinjica Bana 10,Beograd,11000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941344940&projectId=643566&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194270,645000,LIFE,participant,949756974,ZAGREBACKI INKUBATOR PODUZETNISTVA,ZIP,OTH,false,18750,HR,REMETINECKA CESTA 7,ZAGREB,10000,NA,HR01465891094,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=949756974&projectId=645000&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193735,640603,Net4Mobility,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,PUB,false,24637.5,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=640603&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193915,642451,PPI4Waste,participant,989496031,ZAGREBACKI HOLDING DOO,ZAGREB CITY HOLDING LTD,PRC,false,68937.5,HR,ULICA GRADA VUKOVARA 41,ZAGREB,10000,NA,HR85584865987,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=989496031&projectId=642451&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193836,641607,BEYOND,participant,941324376,AEROPORTI NDERKOMBETAR I PRISHTINES KONTROLLI AJROR ADEM JASHARI SHA,PIA-Air Control,PRC,false,43250,XK,VRELLE LYPJAN ANP KONTROLLI AJROR ADEM JASHARI,PRISTINA,10070,NA,XK330079956,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941324376&projectId=641607&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193836,641607,BEYOND,participant,941287322,PROVISION OF AIR NAVIGATION SERVICES M NAV AD SKOPJE,Macedonia ANSP,PRC,true,NA,MK,AIRPORT ALEXANDER THE GREAT,PETROVEC,1043,NA,MK406900950016,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941287322&projectId=641607&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193836,641607,BEYOND,participant,941574345,AUTORITETI I AVIACIONIT CIVIL TE KOSOVES,CAAK,PUB,false,13476.25,XK,STR. AHMET KRASNIQI NN LAGJJA ARBERIA,PRISHTINA,10000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941574345&projectId=641607&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193836,641607,BEYOND,participant,941770867,AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO CRNE GORE PODGORICA,Montenegro CAA,PUB,false,15593.75,ME,JOSIPA BROZA TITA BB,PODGORICA,81000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941770867&projectId=641607&programId=31045243,NA,NA,NA,NA,NA,NA,NA
211424,763565,ACROSS,participant,923509938,INOVACIJSKI CENTAR NIKOLA TESLA,ICENT,REC,false,56925,HR,UNSKA 3,ZAGREB,10000,NA,HR48640028500,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=923509938&projectId=763565&programId=31045243,NA,NA,NA,NA,NA,NA,NA
211424,763565,ACROSS,coordinator,999876486,SVEUCILISTE U ZAGREBU FAKULTET ELEKTROTEHNIKE I RACUNARSTVA,UNIZG-FER,HES,false,185075,HR,UNSKA 3,ZAGREB,10000,www.fer.hr,HR57029260362,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999876486&projectId=763565&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,participant,998833736,UNIVERZITET U NISU,UNI,HES,false,NA,RS,UNIVERZITETSKI TRG 2,NIS,18000,http://www.ni.ac.yu,RS100335096,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998833736&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,participant,974830407,INOVACIONI CENTAR MASINSKOG FAKULTETA DOO,ICMF,PRC,false,12075,RS,KRALJICE MARIJE 16,BEOGRAD,11000,NA,RS104274412,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=974830407&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,participant,921005592,DEVELOPMENT AGENCY OF SERBIA,DAS,PUB,false,NA,RS,KNEZA MILOSA 12,BELGRADE,11000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=921005592&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,participant,933798146,POSLOVNI INKUBATOR NOVI SAD - BUSINESS INCUBATOR NOVI SAD DRUSTVO SA OGRANICENOM ODGOVORNOSCU NOVI SAD,BINS,PRC,false,13818.75,RS,VOJVODJANSKIH BRIGADA 28,NOVI SAD,21000,NA,RS106574479,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=933798146&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,participant,999940991,INSTITUT MIHAJLO PUPIN,IMP,REC,false,10075,RS,VOLGINA  15,BEOGRAD,11060,www.institutepupin.com,CS100008310,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999940991&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220691,831362,EEN InnoS Journey,coordinator,940944621,PRIVREDNA KOMORA SRBIJE,CCIS,OTH,false,NA,RS,RESAVSKA 13-15,BEOGRAD,11000,NA,RS100296837,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=940944621&projectId=831362&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,933024086,JAVNA USTANOVA RAZVOJNA AGENCIJA UNSKO-SANSKOG KANTONA,JU RA USK,PUB,false,NA,BA,ALIJE DERZELEZA 6,BIHAC,77000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=933024086&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,950746956,ZAKLADA ZA INOVACIJSKI I TEHNOLOSKI RAZVITAK,INTERA,OTH,false,1296,BA,BISCE POLJE BB,MOSTAR,88000,NA,BA227724810003,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=950746956&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,933023504,JAVNO PREDUZECE BIT CENTAR DOO U TUZLI,BIT Centar,REC,false,1296,BA,TRG SLOBODE 16,TUZLA,75000,NA,BA209952970004,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=933023504&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,coordinator,938838266,VANJSKOTRGOVINSKA/SPOLJNOTRGOVINSKA KOMORA BIH,FTC BIH,OTH,false,NA,BA,BRANISLAVA DJURDJEVA 10,SARAJEVO,71000,NA,BA200364430004,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938838266&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,940649741,SARAJEVSKA REGIONALNA RAZVOJNA AGENCIJA SERDA DOO SARAJEVO,SERDA,OTH,false,NA,BA,KOLODVORSKA 6,SARAJEVO,71000,NA,BA200816600000,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=940649741&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,933020594,ZENICKA RAZVOJNA AGENCIJA ZEDA DOO,Agencija ZEDA,REC,false,NA,BA,"UL. POSLOVNA ZONA ZENICA 1, ZMAJA OD BOSNE BB, ZGR TECHNOPARK-A ZENICA",ZENICA,72000,NA,BA218419860000,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=933020594&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220603,831245,BITNET-INNOSUP,participant,995549995,UNIVERZITET U SARAJEVU,UNSA,HES,false,10366,BA,OBALA KULINA BANA 7,SARAJEVO,71000,www.unsa.ba,BA200494560007,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995549995&projectId=831245&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220598,830924,INNO EEN-M,participant,984298480,FOUNDATION FOR MANAGEMENT AND INDUSTRIAL RESEARCH FOUNDATION SKOPJE,FOUNDATION,REC,false,NA,MK,16TA MAKEDONSKA BRIGADA 13B,SKOPJE,1001,www.mir.org.mk,MK4030002449839,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=984298480&projectId=830924&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220598,830924,INNO EEN-M,participant,963408463,ECONOMIC CHAMBER OF MACEDONIA,ECM,OTH,false,NA,MK,Dimitrie Cupovski  13,Skopje,1000,NA,MK4030962253440,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=963408463&projectId=830924&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220598,830924,INNO EEN-M,coordinator,999588493,Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,Ss. Cyril and Methodius University in Skopje,HES,false,9082.5,MK,BLVD GOCE DELCEV 9,SKOPJE,1000,www.ukim.edu.mk,MK4030979223120,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999588493&projectId=830924&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,participant,964366435,SVEUCILISTE JURJA DOBRILE U PULI,UniPU,HES,false,26365.63,HR,ZAGREBACKA 30,PULA,52100,NA,HR61738073226,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=964366435&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,participant,997333146,HRVATSKA ZAKLADA ZA ZNANOST,HRZZ,PUB,false,14364.79,HR,ILICA 24,ZAGREB,10000,www.nzz.hr,HR88776522763,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997333146&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,participant,999933231,SVEUCILISTE U ZAGREBU,UNIZG,HES,false,59649.76,HR,TRG REPUBLIKE HRVATSKE 14,ZAGREB,10000,www.unizg.hr,HR36612267447,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999933231&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,coordinator,999825949,MINISTARSTVO ZNANOSTI I OBRAZOVANJA,MZO,PUB,false,30831.66,HR,Donje Svetice 38,ZAGREB,10000,www.mzos.hr,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999825949&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,participant,909531656,STAROSLAVENSKI INSTITUT,STIN,REC,false,7208.45,HR,DEMETROVA 11,ZAGREB,10000,NA,HR15291942541,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=909531656&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218677,818748,TPTF_ERN,participant,973870204,SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU,UNIOS,HES,false,30716.7,HR,TRG SVETOG TROJSTVA 3,OSIJEK,31000,NA,HR78808975734,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=973870204&projectId=818748&programId=31045243,NA,NA,NA,NA,NA,NA,NA
